Table: Thermal conductivity [L]
Temperature {K} 	Pressure {kPa} 	Thermal conductivity {W/m/K} 	Uncertainty {W/m/K} 
253	4000	0.12960	0.00088
253	4200	0.12982	0.00088
253	4400	0.13003	0.00088
253	4600	0.13025	0.00087
253	4800	0.13046	0.00087
253	5000	0.13067	0.00087
253	5200	0.13089	0.00087
253	5400	0.13110	0.00086
253	5600	0.13131	0.00086
253	5800	0.13152	0.00086
253	6000	0.13172	0.00086
253	6200	0.13193	0.00085
253	6400	0.13214	0.00085
253	6600	0.13234	0.00085
253	6800	0.13254	0.00085
253	7000	0.13275	0.00085
253	7200	0.13295	0.00084
253	7400	0.13315	0.00084
253	7600	0.13335	0.00084
253	7800	0.13355	0.00084
253	8000	0.13375	0.00083
253	8200	0.13394	0.00083
253	8400	0.13414	0.00083
253	8600	0.13434	0.00083
253	8800	0.13453	0.00083
253	9000	0.13472	0.00083
253	9200	0.13492	0.00082
253	9400	0.13511	0.00082
253	9600	0.13530	0.00082
253	9800	0.13549	0.00082
253	10000	0.13568	0.00082
254	2000	0.12623	0.00090
254	2200	0.12646	0.00090
254	2400	0.12670	0.00090
254	2600	0.12693	0.00089
254	2800	0.12716	0.00089
254	3000	0.12739	0.00089
254	3200	0.12762	0.00088
254	3400	0.12784	0.00088
254	3600	0.12807	0.00088
254	3800	0.12829	0.00087
254	4000	0.12851	0.00087
254	4200	0.12873	0.00087
254	4400	0.12895	0.00086
254	4600	0.12917	0.00086
254	4800	0.12939	0.00086
254	5000	0.12961	0.00086
254	5200	0.12982	0.00085
254	5400	0.13004	0.00085
254	5600	0.13025	0.00085
254	5800	0.13046	0.00085
254	6000	0.13067	0.00084
254	6200	0.13088	0.00084
254	6400	0.13109	0.00084
254	6600	0.13130	0.00084
254	6800	0.13150	0.00083
254	7000	0.13171	0.00083
254	7200	0.13191	0.00083
254	7400	0.13212	0.00083
254	7600	0.13232	0.00082
254	7800	0.13252	0.00082
254	8000	0.13272	0.00082
254	8200	0.13292	0.00082
254	8400	0.13312	0.00082
254	8600	0.13332	0.00082
254	8800	0.13352	0.00081
254	9000	0.13371	0.00081
254	9200	0.13391	0.00081
254	9400	0.13410	0.00081
254	9600	0.13430	0.00081
254	9800	0.13449	0.00080
254	10000	0.13468	0.00080
255	2000	0.12510	0.00089
255	2200	0.12534	0.00089
255	2400	0.12558	0.00088
255	2600	0.12582	0.00088
255	2800	0.12605	0.00088
255	3000	0.12628	0.00087
255	3200	0.12651	0.00087
255	3400	0.12675	0.00087
255	3600	0.12697	0.00086
255	3800	0.12720	0.00086
255	4000	0.12743	0.00086
255	4200	0.12765	0.00085
255	4400	0.12788	0.00085
255	4600	0.12810	0.00085
255	4800	0.12832	0.00085
255	5000	0.12854	0.00084
255	5200	0.12876	0.00084
255	5400	0.12897	0.00084
255	5600	0.12919	0.00083
255	5800	0.12941	0.00083
255	6000	0.12962	0.00083
255	6200	0.12983	0.00083
255	6400	0.13004	0.00082
255	6600	0.13025	0.00082
255	6800	0.13046	0.00082
255	7000	0.13067	0.00082
255	7200	0.13088	0.00082
255	7400	0.13109	0.00081
255	7600	0.13129	0.00081
255	7800	0.13149	0.00081
255	8000	0.13170	0.00081
255	8200	0.13190	0.00081
255	8400	0.13210	0.00080
255	8600	0.13230	0.00080
255	8800	0.13250	0.00080
255	9000	0.13270	0.00080
255	9200	0.13290	0.00080
255	9400	0.13310	0.00079
255	9600	0.13329	0.00079
255	9800	0.13349	0.00079
255	10000	0.13368	0.00079
256	2000	0.12398	0.00088
256	2200	0.12422	0.00087
256	2400	0.12446	0.00087
256	2600	0.12470	0.00087
256	2800	0.12494	0.00086
256	3000	0.12518	0.00086
256	3200	0.12541	0.00086
256	3400	0.12565	0.00085
256	3600	0.12588	0.00085
256	3800	0.12611	0.00085
256	4000	0.12634	0.00084
256	4200	0.12657	0.00084
256	4400	0.12680	0.00084
256	4600	0.12702	0.00084
256	4800	0.12725	0.00083
256	5000	0.12747	0.00083
256	5200	0.12769	0.00083
256	5400	0.12791	0.00082
256	5600	0.12813	0.00082
256	5800	0.12835	0.00082
256	6000	0.12857	0.00082
256	6200	0.12878	0.00081
256	6400	0.12900	0.00081
256	6600	0.12921	0.00081
256	6800	0.12942	0.00081
256	7000	0.12963	0.00081
256	7200	0.12984	0.00080
256	7400	0.13005	0.00080
256	7600	0.13026	0.00080
256	7800	0.13047	0.00080
256	8000	0.13067	0.00079
256	8200	0.13088	0.00079
256	8400	0.13108	0.00079
256	8600	0.13129	0.00079
256	8800	0.13149	0.00079
256	9000	0.13169	0.00079
256	9200	0.13189	0.00078
256	9400	0.13209	0.00078
256	9600	0.13229	0.00078
256	9800	0.13248	0.00078
256	10000	0.13268	0.00078
257	2200	0.12309	0.00086
257	2400	0.12334	0.00086
257	2600	0.12358	0.00085
257	2800	0.12383	0.00085
257	3000	0.12407	0.00085
257	3200	0.12431	0.00084
257	3400	0.12455	0.00084
257	3600	0.12478	0.00084
257	3800	0.12502	0.00083
257	4000	0.12525	0.00083
257	4200	0.12548	0.00083
257	4400	0.12571	0.00083
257	4600	0.12594	0.00082
257	4800	0.12617	0.00082
257	5000	0.12640	0.00082
257	5200	0.12662	0.00081
257	5400	0.12685	0.00081
257	5600	0.12707	0.00081
257	5800	0.12729	0.00081
257	6000	0.12751	0.00080
257	6200	0.12773	0.00080
257	6400	0.12795	0.00080
257	6600	0.12816	0.00080
257	6800	0.12838	0.00080
257	7000	0.12859	0.00079
257	7200	0.12881	0.00079
257	7400	0.12902	0.00079
257	7600	0.12923	0.00079
257	7800	0.12944	0.00078
257	8000	0.12965	0.00078
257	8200	0.12986	0.00078
257	8400	0.13006	0.00078
257	8600	0.13027	0.00078
257	8800	0.13047	0.00077
257	9000	0.13068	0.00077
257	9200	0.13088	0.00077
257	9400	0.13108	0.00077
257	9600	0.13128	0.00077
257	9800	0.13148	0.00077
257	10000	0.13168	0.00076
258	2200	0.12196	0.00085
258	2400	0.12221	0.00085
258	2600	0.12246	0.00084
258	2800	0.12271	0.00084
258	3000	0.12296	0.00084
258	3200	0.12320	0.00083
258	3400	0.12344	0.00083
258	3600	0.12368	0.00083
258	3800	0.12392	0.00082
258	4000	0.12416	0.00082
258	4200	0.12440	0.00082
258	4400	0.12463	0.00081
258	4600	0.12486	0.00081
258	4800	0.12509	0.00081
258	5000	0.12532	0.00081
258	5200	0.12555	0.00080
258	5400	0.12578	0.00080
258	5600	0.12601	0.00080
258	5800	0.12623	0.00080
258	6000	0.12645	0.00079
258	6200	0.12668	0.00079
258	6400	0.12690	0.00079
258	6600	0.12712	0.00079
258	6800	0.12734	0.00078
258	7000	0.12755	0.00078
258	7200	0.12777	0.00078
258	7400	0.12798	0.00078
258	7600	0.12820	0.00077
258	7800	0.12841	0.00077
258	8000	0.12862	0.00077
258	8200	0.12883	0.00077
258	8400	0.12904	0.00077
258	8600	0.12925	0.00076
258	8800	0.12946	0.00076
258	9000	0.12967	0.00076
258	9200	0.12987	0.00076
258	9400	0.13008	0.00076
258	9600	0.13028	0.00076
258	9800	0.13048	0.00075
258	10000	0.13068	0.00075
259	2200	0.12083	0.00084
259	2400	0.12109	0.00083
259	2600	0.12134	0.00083
259	2800	0.12159	0.00083
259	3000	0.12184	0.00082
259	3200	0.12209	0.00082
259	3400	0.12234	0.00082
259	3600	0.12258	0.00081
259	3800	0.12282	0.00081
259	4000	0.12307	0.00081
259	4200	0.12330	0.00081
259	4400	0.12354	0.00080
259	4600	0.12378	0.00080
259	4800	0.12402	0.00080
259	5000	0.12425	0.00079
259	5200	0.12448	0.00079
259	5400	0.12471	0.00079
259	5600	0.12494	0.00079
259	5800	0.12517	0.00078
259	6000	0.12540	0.00078
259	6200	0.12562	0.00078
259	6400	0.12585	0.00078
259	6600	0.12607	0.00077
259	6800	0.12629	0.00077
259	7000	0.12651	0.00077
259	7200	0.12673	0.00077
259	7400	0.12695	0.00077
259	7600	0.12717	0.00076
259	7800	0.12738	0.00076
259	8000	0.12760	0.00076
259	8200	0.12781	0.00076
259	8400	0.12802	0.00076
259	8600	0.12823	0.00075
259	8800	0.12844	0.00075
259	9000	0.12865	0.00075
259	9200	0.12886	0.00075
259	9400	0.12907	0.00075
259	9600	0.12927	0.00074
259	9800	0.12948	0.00074
259	10000	0.12968	0.00074
260	2200	0.11969	0.00083
260	2400	0.11995	0.00082
260	2600	0.12021	0.00082
260	2800	0.12047	0.00082
260	3000	0.12072	0.00081
260	3200	0.12098	0.00081
260	3400	0.12123	0.00081
260	3600	0.12148	0.00080
260	3800	0.12172	0.00080
260	4000	0.12197	0.00080
260	4200	0.12221	0.00079
260	4400	0.12245	0.00079
260	4600	0.12270	0.00079
260	4800	0.12293	0.00079
260	5000	0.12317	0.00078
260	5200	0.12341	0.00078
260	5400	0.12364	0.00078
260	5600	0.12388	0.00078
260	5800	0.12411	0.00077
260	6000	0.12434	0.00077
260	6200	0.12457	0.00077
260	6400	0.12480	0.00077
260	6600	0.12502	0.00076
260	6800	0.12525	0.00076
260	7000	0.12547	0.00076
260	7200	0.12569	0.00076
260	7400	0.12591	0.00075
260	7600	0.12613	0.00075
260	7800	0.12635	0.00075
260	8000	0.12657	0.00075
260	8200	0.12679	0.00075
260	8400	0.12700	0.00074
260	8600	0.12722	0.00074
260	8800	0.12743	0.00074
260	9000	0.12764	0.00074
260	9200	0.12785	0.00074
260	9400	0.12806	0.00074
260	9600	0.12827	0.00073
260	9800	0.12848	0.00073
260	10000	0.12869	0.00073
261	2400	0.11882	0.00081
261	2600	0.11908	0.00081
261	2800	0.11934	0.00081
261	3000	0.11960	0.00080
261	3200	0.11986	0.00080
261	3400	0.12011	0.00080
261	3600	0.12037	0.00079
261	3800	0.12062	0.00079
261	4000	0.12087	0.00079
261	4200	0.12112	0.00078
261	4400	0.12136	0.00078
261	4600	0.12161	0.00078
261	4800	0.12185	0.00078
261	5000	0.12209	0.00077
261	5200	0.12233	0.00077
261	5400	0.12257	0.00077
261	5600	0.12281	0.00076
261	5800	0.12304	0.00076
261	6000	0.12328	0.00076
261	6200	0.12351	0.00076
261	6400	0.12374	0.00076
261	6600	0.12397	0.00075
261	6800	0.12420	0.00075
261	7000	0.12443	0.00075
261	7200	0.12465	0.00075
261	7400	0.12488	0.00074
261	7600	0.12510	0.00074
261	7800	0.12532	0.00074
261	8000	0.12554	0.00074
261	8200	0.12576	0.00074
261	8400	0.12598	0.00073
261	8600	0.12620	0.00073
261	8800	0.12641	0.00073
261	9000	0.12663	0.00073
261	9200	0.12684	0.00073
261	9400	0.12706	0.00072
261	9600	0.12727	0.00072
261	9800	0.12748	0.00072
261	10000	0.12769	0.00072
262	2400	0.11767	0.00080
262	2600	0.11794	0.00080
262	2800	0.11821	0.00080
262	3000	0.11847	0.00079
262	3200	0.11874	0.00079
262	3400	0.11900	0.00079
262	3600	0.11926	0.00078
262	3800	0.11951	0.00078
262	4000	0.11977	0.00078
262	4200	0.12002	0.00077
262	4400	0.12027	0.00077
262	4600	0.12052	0.00077
262	4800	0.12077	0.00077
262	5000	0.12101	0.00076
262	5200	0.12126	0.00076
262	5400	0.12150	0.00076
262	5600	0.12174	0.00075
262	5800	0.12198	0.00075
262	6000	0.12222	0.00075
262	6200	0.12245	0.00075
262	6400	0.12269	0.00075
262	6600	0.12292	0.00074
262	6800	0.12315	0.00074
262	7000	0.12338	0.00074
262	7200	0.12361	0.00074
262	7400	0.12384	0.00073
262	7600	0.12407	0.00073
262	7800	0.12429	0.00073
262	8000	0.12452	0.00073
262	8200	0.12474	0.00073
262	8400	0.12496	0.00072
262	8600	0.12518	0.00072
262	8800	0.12540	0.00072
262	9000	0.12562	0.00072
262	9200	0.12583	0.00072
262	9400	0.12605	0.00071
262	9600	0.12626	0.00071
262	9800	0.12648	0.00071
262	10000	0.12669	0.00071
263	2400	0.11653	0.00079
263	2600	0.11680	0.00079
263	2800	0.11707	0.00079
263	3000	0.11734	0.00078
263	3200	0.11761	0.00078
263	3400	0.11788	0.00078
263	3600	0.11814	0.00077
263	3800	0.11840	0.00077
263	4000	0.11866	0.00077
263	4200	0.11892	0.00076
263	4400	0.11917	0.00076
263	4600	0.11943	0.00076
263	4800	0.11968	0.00076
263	5000	0.11993	0.00075
263	5200	0.12018	0.00075
263	5400	0.12042	0.00075
263	5600	0.12067	0.00075
263	5800	0.12091	0.00074
263	6000	0.12115	0.00074
263	6200	0.12139	0.00074
263	6400	0.12163	0.00074
263	6600	0.12187	0.00073
263	6800	0.12211	0.00073
263	7000	0.12234	0.00073
263	7200	0.12257	0.00073
263	7400	0.12280	0.00072
263	7600	0.12303	0.00072
263	7800	0.12326	0.00072
263	8000	0.12349	0.00072
263	8200	0.12371	0.00072
263	8400	0.12394	0.00071
263	8600	0.12416	0.00071
263	8800	0.12438	0.00071
263	9000	0.12460	0.00071
263	9200	0.12482	0.00071
263	9400	0.12504	0.00071
263	9600	0.12526	0.00070
263	9800	0.12548	0.00070
263	10000	0.12569	0.00070
264	2600	0.11566	0.00078
264	2800	0.11594	0.00078
264	3000	0.11621	0.00077
264	3200	0.11648	0.00077
264	3400	0.11675	0.00077
264	3600	0.11702	0.00076
264	3800	0.11729	0.00076
264	4000	0.11755	0.00076
264	4200	0.11782	0.00075
264	4400	0.11808	0.00075
264	4600	0.11833	0.00075
264	4800	0.11859	0.00075
264	5000	0.11884	0.00074
264	5200	0.11910	0.00074
264	5400	0.11935	0.00074
264	5600	0.11960	0.00074
264	5800	0.11984	0.00073
264	6000	0.12009	0.00073
264	6200	0.12033	0.00073
264	6400	0.12058	0.00073
264	6600	0.12082	0.00072
264	6800	0.12106	0.00072
264	7000	0.12129	0.00072
264	7200	0.12153	0.00072
264	7400	0.12176	0.00072
264	7600	0.12200	0.00071
264	7800	0.12223	0.00071
264	8000	0.12246	0.00071
264	8200	0.12269	0.00071
264	8400	0.12292	0.00071
264	8600	0.12314	0.00070
264	8800	0.12337	0.00070
264	9000	0.12359	0.00070
264	9200	0.12381	0.00070
264	9400	0.12404	0.00070
264	9600	0.12426	0.00069
264	9800	0.12447	0.00069
264	10000	0.12469	0.00069
265	2600	0.11451	0.00077
265	2800	0.11479	0.00077
265	3000	0.11507	0.00076
265	3200	0.11535	0.00076
265	3400	0.11563	0.00076
265	3600	0.11590	0.00075
265	3800	0.11617	0.00075
265	4000	0.11644	0.00075
265	4200	0.11671	0.00075
265	4400	0.11697	0.00074
265	4600	0.11724	0.00074
265	4800	0.11750	0.00074
265	5000	0.11776	0.00073
265	5200	0.11801	0.00073
265	5400	0.11827	0.00073
265	5600	0.11852	0.00073
265	5800	0.11877	0.00072
265	6000	0.11902	0.00072
265	6200	0.11927	0.00072
265	6400	0.11952	0.00072
265	6600	0.11976	0.00072
265	6800	0.12000	0.00071
265	7000	0.12025	0.00071
265	7200	0.12049	0.00071
265	7400	0.12072	0.00071
265	7600	0.12096	0.00070
265	7800	0.12120	0.00070
265	8000	0.12143	0.00070
265	8200	0.12166	0.00070
265	8400	0.12189	0.00070
265	8600	0.12212	0.00069
265	8800	0.12235	0.00069
265	9000	0.12258	0.00069
265	9200	0.12280	0.00069
265	9400	0.12303	0.00069
265	9600	0.12325	0.00069
265	9800	0.12347	0.00068
265	10000	0.12369	0.00068
266	2600	0.11335	0.00076
266	2800	0.11364	0.00076
266	3000	0.11393	0.00075
266	3200	0.11421	0.00075
266	3400	0.11449	0.00075
266	3600	0.11477	0.00075
266	3800	0.11505	0.00074
266	4000	0.11533	0.00074
266	4200	0.11560	0.00074
266	4400	0.11587	0.00073
266	4600	0.11614	0.00073
266	4800	0.11640	0.00073
266	5000	0.11667	0.00073
266	5200	0.11693	0.00072
266	5400	0.11719	0.00072
266	5600	0.11744	0.00072
266	5800	0.11770	0.00072
266	6000	0.11795	0.00071
266	6200	0.11821	0.00071
266	6400	0.11846	0.00071
266	6600	0.11871	0.00071
266	6800	0.11895	0.00070
266	7000	0.11920	0.00070
266	7200	0.11944	0.00070
266	7400	0.11968	0.00070
266	7600	0.11992	0.00070
266	7800	0.12016	0.00069
266	8000	0.12040	0.00069
266	8200	0.12064	0.00069
266	8400	0.12087	0.00069
266	8600	0.12110	0.00069
266	8800	0.12133	0.00068
266	9000	0.12156	0.00068
266	9200	0.12179	0.00068
266	9400	0.12202	0.00068
266	9600	0.12225	0.00068
266	9800	0.12247	0.00068
266	10000	0.12270	0.00067
267	2800	0.11249	0.00075
267	3000	0.11278	0.00075
267	3200	0.11307	0.00074
267	3400	0.11336	0.00074
267	3600	0.11364	0.00074
267	3800	0.11393	0.00073
267	4000	0.11421	0.00073
267	4200	0.11448	0.00073
267	4400	0.11476	0.00073
267	4600	0.11503	0.00072
267	4800	0.11530	0.00072
267	5000	0.11557	0.00072
267	5200	0.11584	0.00072
267	5400	0.11610	0.00071
267	5600	0.11636	0.00071
267	5800	0.11662	0.00071
267	6000	0.11688	0.00071
267	6200	0.11714	0.00070
267	6400	0.11739	0.00070
267	6600	0.11765	0.00070
267	6800	0.11790	0.00070
267	7000	0.11815	0.00069
267	7200	0.11839	0.00069
267	7400	0.11864	0.00069
267	7600	0.11888	0.00069
267	7800	0.11913	0.00069
267	8000	0.11937	0.00068
267	8200	0.11961	0.00068
267	8400	0.11985	0.00068
267	8600	0.12008	0.00068
267	8800	0.12032	0.00068
267	9000	0.12055	0.00068
267	9200	0.12078	0.00067
267	9400	0.12101	0.00067
267	9600	0.12124	0.00067
267	9800	0.12147	0.00067
267	10000	0.12170	0.00067
268	2800	0.11133	0.00074
268	3000	0.11163	0.00074
268	3200	0.11192	0.00074
268	3400	0.11222	0.00073
268	3600	0.11251	0.00073
268	3800	0.11280	0.00073
268	4000	0.11308	0.00072
268	4200	0.11337	0.00072
268	4400	0.11365	0.00072
268	4600	0.11393	0.00072
268	4800	0.11420	0.00071
268	5000	0.11447	0.00071
268	5200	0.11475	0.00071
268	5400	0.11502	0.00071
268	5600	0.11528	0.00070
268	5800	0.11555	0.00070
268	6000	0.11581	0.00070
268	6200	0.11607	0.00070
268	6400	0.11633	0.00069
268	6600	0.11659	0.00069
268	6800	0.11684	0.00069
268	7000	0.11710	0.00069
268	7200	0.11735	0.00069
268	7400	0.11760	0.00068
268	7600	0.11785	0.00068
268	7800	0.11809	0.00068
268	8000	0.11834	0.00068
268	8200	0.11858	0.00068
268	8400	0.11882	0.00067
268	8600	0.11906	0.00067
268	8800	0.11930	0.00067
268	9000	0.11954	0.00067
268	9200	0.11977	0.00067
268	9400	0.12001	0.00066
268	9600	0.12024	0.00066
268	9800	0.12047	0.00066
268	10000	0.12070	0.00066
269	3000	0.11047	0.00073
269	3200	0.11077	0.00073
269	3400	0.11107	0.00072
269	3600	0.11137	0.00072
269	3800	0.11166	0.00072
269	4000	0.11195	0.00072
269	4200	0.11224	0.00071
269	4400	0.11253	0.00071
269	4600	0.11281	0.00071
269	4800	0.11310	0.00071
269	5000	0.11337	0.00070
269	5200	0.11365	0.00070
269	5400	0.11393	0.00070
269	5600	0.11420	0.00070
269	5800	0.11447	0.00069
269	6000	0.11474	0.00069
269	6200	0.11500	0.00069
269	6400	0.11526	0.00069
269	6600	0.11553	0.00068
269	6800	0.11579	0.00068
269	7000	0.11604	0.00068
269	7200	0.11630	0.00068
269	7400	0.11655	0.00068
269	7600	0.11680	0.00067
269	7800	0.11705	0.00067
269	8000	0.11730	0.00067
269	8200	0.11755	0.00067
269	8400	0.11780	0.00067
269	8600	0.11804	0.00066
269	8800	0.11828	0.00066
269	9000	0.11852	0.00066
269	9200	0.11876	0.00066
269	9400	0.11900	0.00066
269	9600	0.11923	0.00066
269	9800	0.11947	0.00065
269	10000	0.11970	0.00065
270	3000	0.10930	0.00072
270	3200	0.10961	0.00072
270	3400	0.10992	0.00072
270	3600	0.11022	0.00071
270	3800	0.11052	0.00071
270	4000	0.11082	0.00071
270	4200	0.11112	0.00071
270	4400	0.11141	0.00070
270	4600	0.11170	0.00070
270	4800	0.11199	0.00070
270	5000	0.11227	0.00070
270	5200	0.11255	0.00069
270	5400	0.11283	0.00069
270	5600	0.11311	0.00069
270	5800	0.11339	0.00069
270	6000	0.11366	0.00068
270	6200	0.11393	0.00068
270	6400	0.11420	0.00068
270	6600	0.11446	0.00068
270	6800	0.11473	0.00068
270	7000	0.11499	0.00067
270	7200	0.11525	0.00067
270	7400	0.11551	0.00067
270	7600	0.11576	0.00067
270	7800	0.11602	0.00067
270	8000	0.11627	0.00066
270	8200	0.11652	0.00066
270	8400	0.11677	0.00066
270	8600	0.11702	0.00066
270	8800	0.11726	0.00066
270	9000	0.11751	0.00065
270	9200	0.11775	0.00065
270	9400	0.11799	0.00065
270	9600	0.11823	0.00065
270	9800	0.11847	0.00065
270	10000	0.11870	0.00065
271	3000	0.10813	0.00072
271	3200	0.10845	0.00071
271	3400	0.10876	0.00071
271	3600	0.10907	0.00071
271	3800	0.10938	0.00070
271	4000	0.10968	0.00070
271	4200	0.10999	0.00070
271	4400	0.11029	0.00070
271	4600	0.11058	0.00069
271	4800	0.11087	0.00069
271	5000	0.11116	0.00069
271	5200	0.11145	0.00069
271	5400	0.11174	0.00068
271	5600	0.11202	0.00068
271	5800	0.11230	0.00068
271	6000	0.11258	0.00068
271	6200	0.11285	0.00068
271	6400	0.11313	0.00067
271	6600	0.11340	0.00067
271	6800	0.11367	0.00067
271	7000	0.11393	0.00067
271	7200	0.11420	0.00067
271	7400	0.11446	0.00066
271	7600	0.11472	0.00066
271	7800	0.11498	0.00066
271	8000	0.11523	0.00066
271	8200	0.11549	0.00066
271	8400	0.11574	0.00065
271	8600	0.11599	0.00065
271	8800	0.11624	0.00065
271	9000	0.11649	0.00065
271	9200	0.11674	0.00065
271	9400	0.11698	0.00065
271	9600	0.11722	0.00064
271	9800	0.11747	0.00064
271	10000	0.11771	0.00064
272	3200	0.10727	0.00071
272	3400	0.10760	0.00070
272	3600	0.10791	0.00070
272	3800	0.10823	0.00070
272	4000	0.10854	0.00070
272	4200	0.10885	0.00069
272	4400	0.10916	0.00069
272	4600	0.10946	0.00069
272	4800	0.10976	0.00069
272	5000	0.11005	0.00068
272	5200	0.11035	0.00068
272	5400	0.11064	0.00068
272	5600	0.11093	0.00068
272	5800	0.11121	0.00067
272	6000	0.11149	0.00067
272	6200	0.11177	0.00067
272	6400	0.11205	0.00067
272	6600	0.11233	0.00067
272	6800	0.11260	0.00066
272	7000	0.11287	0.00066
272	7200	0.11314	0.00066
272	7400	0.11341	0.00066
272	7600	0.11367	0.00066
272	7800	0.11394	0.00065
272	8000	0.11420	0.00065
272	8200	0.11446	0.00065
272	8400	0.11471	0.00065
272	8600	0.11497	0.00065
272	8800	0.11522	0.00064
272	9000	0.11547	0.00064
272	9200	0.11572	0.00064
272	9400	0.11597	0.00064
272	9600	0.11622	0.00064
272	9800	0.11646	0.00064
272	10000	0.11671	0.00064
273	3200	0.10609	0.00070
273	3400	0.10642	0.00070
273	3600	0.10675	0.00069
273	3800	0.10707	0.00069
273	4000	0.10739	0.00069
273	4200	0.10771	0.00069
273	4400	0.10802	0.00068
273	4600	0.10833	0.00068
273	4800	0.10864	0.00068
273	5000	0.10894	0.00068
273	5200	0.10924	0.00067
273	5400	0.10953	0.00067
273	5600	0.10983	0.00067
273	5800	0.11012	0.00067
273	6000	0.11041	0.00067
273	6200	0.11069	0.00066
273	6400	0.11098	0.00066
273	6600	0.11126	0.00066
273	6800	0.11154	0.00066
273	7000	0.11181	0.00066
273	7200	0.11209	0.00065
273	7400	0.11236	0.00065
273	7600	0.11263	0.00065
273	7800	0.11289	0.00065
273	8000	0.11316	0.00065
273	8200	0.11342	0.00064
273	8400	0.11368	0.00064
273	8600	0.11394	0.00064
273	8800	0.11420	0.00064
273	9000	0.11446	0.00064
273	9200	0.11471	0.00064
273	9400	0.11496	0.00063
273	9600	0.11521	0.00063
273	9800	0.11546	0.00063
273	10000	0.11571	0.00063
274	3200	0.10491	0.00069
274	3400	0.10525	0.00069
274	3600	0.10558	0.00069
274	3800	0.10591	0.00069
274	4000	0.10624	0.00068
274	4200	0.10656	0.00068
274	4400	0.10688	0.00068
274	4600	0.10720	0.00068
274	4800	0.10751	0.00067
274	5000	0.10782	0.00067
274	5200	0.10812	0.00067
274	5400	0.10843	0.00067
274	5600	0.10873	0.00066
274	5800	0.10902	0.00066
274	6000	0.10932	0.00066
274	6200	0.10961	0.00066
274	6400	0.10990	0.00066
274	6600	0.11019	0.00065
274	6800	0.11047	0.00065
274	7000	0.11075	0.00065
274	7200	0.11103	0.00065
274	7400	0.11131	0.00065
274	7600	0.11158	0.00064
274	7800	0.11185	0.00064
274	8000	0.11212	0.00064
274	8200	0.11239	0.00064
274	8400	0.11265	0.00064
274	8600	0.11292	0.00064
274	8800	0.11318	0.00063
274	9000	0.11344	0.00063
274	9200	0.11370	0.00063
274	9400	0.11395	0.00063
274	9600	0.11421	0.00063
274	9800	0.11446	0.00063
274	10000	0.11471	0.00063
275	3400	0.10406	0.00068
275	3600	0.10440	0.00068
275	3800	0.10474	0.00068
275	4000	0.10508	0.00068
275	4200	0.10541	0.00067
275	4400	0.10573	0.00067
275	4600	0.10606	0.00067
275	4800	0.10638	0.00067
275	5000	0.10669	0.00067
275	5200	0.10701	0.00066
275	5400	0.10732	0.00066
275	5600	0.10762	0.00066
275	5800	0.10793	0.00066
275	6000	0.10823	0.00066
275	6200	0.10852	0.00065
275	6400	0.10882	0.00065
275	6600	0.10911	0.00065
275	6800	0.10940	0.00065
275	7000	0.10968	0.00065
275	7200	0.10997	0.00064
275	7400	0.11025	0.00064
275	7600	0.11053	0.00064
275	7800	0.11081	0.00064
275	8000	0.11108	0.00064
275	8200	0.11135	0.00063
275	8400	0.11162	0.00063
275	8600	0.11189	0.00063
275	8800	0.11216	0.00063
275	9000	0.11242	0.00063
275	9200	0.11268	0.00063
275	9400	0.11294	0.00063
275	9600	0.11320	0.00062
275	9800	0.11346	0.00062
275	10000	0.11371	0.00062
276	3400	0.10286	0.00068
276	3600	0.10322	0.00068
276	3800	0.10356	0.00067
276	4000	0.10391	0.00067
276	4200	0.10425	0.00067
276	4400	0.10458	0.00067
276	4600	0.10491	0.00066
276	4800	0.10524	0.00066
276	5000	0.10556	0.00066
276	5200	0.10588	0.00066
276	5400	0.10620	0.00066
276	5600	0.10651	0.00065
276	5800	0.10682	0.00065
276	6000	0.10713	0.00065
276	6200	0.10743	0.00065
276	6400	0.10773	0.00065
276	6600	0.10803	0.00064
276	6800	0.10833	0.00064
276	7000	0.10862	0.00064
276	7200	0.10891	0.00064
276	7400	0.10919	0.00064
276	7600	0.10948	0.00064
276	7800	0.10976	0.00063
276	8000	0.11004	0.00063
276	8200	0.11031	0.00063
276	8400	0.11059	0.00063
276	8600	0.11086	0.00063
276	8800	0.11113	0.00063
276	9000	0.11140	0.00062
276	9200	0.11167	0.00062
276	9400	0.11193	0.00062
276	9600	0.11219	0.00062
276	9800	0.11245	0.00062
276	10000	0.11271	0.00062
277	3600	0.10202	0.00067
277	3800	0.10238	0.00067
277	4000	0.10273	0.00067
277	4200	0.10308	0.00066
277	4400	0.10342	0.00066
277	4600	0.10376	0.00066
277	4800	0.10410	0.00066
277	5000	0.10443	0.00066
277	5200	0.10476	0.00065
277	5400	0.10508	0.00065
277	5600	0.10540	0.00065
277	5800	0.10572	0.00065
277	6000	0.10603	0.00065
277	6200	0.10634	0.00064
277	6400	0.10665	0.00064
277	6600	0.10695	0.00064
277	6800	0.10725	0.00064
277	7000	0.10755	0.00064
277	7200	0.10784	0.00063
277	7400	0.10813	0.00063
277	7600	0.10842	0.00063
277	7800	0.10871	0.00063
277	8000	0.10899	0.00063
277	8200	0.10928	0.00063
277	8400	0.10956	0.00062
277	8600	0.10983	0.00062
277	8800	0.11011	0.00062
277	9000	0.11038	0.00062
